Descripcion,Marca,Grupo
ORO FLUIDO ELIXIR 100ML,,PRODUCTO
ONE UNIQ COCONUT 150 ML,,PRODUCTO
ONE ROJO 150 ML,,PRODUCTO
ONE REVLON,,PRODUCTO
TRATAMIENTO CAPILAR ONE 150ML,REVLON,PRODUCTO
PROYOU VOLUME HAIR SPRAY 500ML,REVLON,PRODUCTO
TRATAMIENTO ANTICAIDA DEL CABELLO 42X6,REVLON,PRODUCTO
ROLL ON CALMANTE INSTANTANEO 20ML,REVLON,PRODUCTO
BRILLO REPARADOR DISCIPLINANTE 125ML,REVLON,PRODUCTO
ALFA PAR COLOR ILLUMINORTING 30 ML,,PRODUCTO
ALFAPARF ACEITE SEMILLA DE LINO 30ML,,PRODUCTO
TIGI MANIPULADOR,TIGI,PRODUCTO
LAVADO,,SERVICIOS
LAVADO CON KERASTASE,,SERVICIOS
LAVADO CON KERASTASE SHAMPOO,,SERVICIOS
LAVADO CON KERASTASE ACONDICIONADOR,,SERVICIOS
LAVADO CON LOREAL,,SERVICIOS
LAVADO CON LOREAL SHAMPOO,,SERVICIOS
LAVADO CON LOREAL ACONDICIONADOR,,SERVICIOS
LAVADO CON WELLA,,SERVICIOS
LAVADO CON TIGI,,SERVICIOS
LAVADO CON REVLON,,SERVICIOS
LAVADO SIN SAL,,SERVICIOS
BANHO DE CREMA KERASTASE,,SERVICIOS
BANHO DE CREMA LOREAL,,SERVICIOS
BANHO DE CREMA OTROS PRODUCTOS,,SERVICIOS
APLICACION DE AMPOLLA SEMI DI LINO,,SERVICIOS
APLICACION DE AMPOLLA PROPOLEO,,SERVICIOS
APLICACION DE AMPOLLA KERASTASE,,SERVICIOS
SHOCK DE KERATINA,,SERVICIOS
TINTURA PELO LARGO,,SERVICIOS
TINTURA PELO MEDIANO,,SERVICIOS
TINTURA PELO CORTO,,SERVICIOS
TINTURA DE CORONA,,SERVICIOS
TINTURA CON SU PRODUCTO,,SERVICIOS
TINTURA CON INOA,,SERVICIOS
TINTURA DE CEJAS,,SERVICIOS
REFLEJOS COPA CABANA,,SERVICIOS
REFLEJOS MAYOR CANTIDAD,,SERVICIOS
REFLEJOS MENOR CANTIDAD,,SERVICIOS
ALISADO FLEQUILLO COMPLETO,,SERVICIOS
ALISADO PELO MEDIANO,,SERVICIOS
ALISADO PELO LARGO,,SERVICIOS
ALISADO PELO EXTRA LARGO,,SERVICIOS
PERMANENTE DE RULOS,,SERVICIOS
PROTECTOR PARA PERMANENTE,,SERVICIOS
PROTECTOR PARA COLOR,,SERVICIOS
SECADO,,SERVICIOS
BRUSHING PELO LARGO,,SERVICIOS
BRUSHING PELO CORTO,,SERVICIOS
RULOS CON TIJERAS,,SERVICIOS
ONDAS AL AGUA,,SERVICIOS
PLANCHITA,,SERVICIOS
PEINADO,,SERVICIOS
RETOQUE DE PEINADO,,SERVICIOS
CORTE,,SERVICIOS
CORTE 1/2,,SERVICIOS
MAQUILLAJE,,SERVICIOS
MASCARA,,SERVICIOS
PESTANA,,SERVICIOS
APLICACION DE PESTANA,,SERVICIOS
APLICACION DE AMPOLLA CAPUCHINI,,SERVICIOS
PERMANENTE DE PESTANA,,SERVICIOS
DEPILACION DE CEJA,,SERVICIOS
DEPILACION DE BOZO Y/O BIGOTE,,SERVICIOS
DEPILACION DE ENTREPIERNA,,SERVICIOS
DEPILACION DE PIERNAS COMPLETAS,,SERVICIOS
DEPILACION MEDIA PIERNA,,SERVICIOS
MANOS,,SERVICIOS
PIES,,SERVICIOS
PINTURA DE MANOS,,SERVICIOS
PINTURA DE PIES,,SERVICIOS
RETOQUE DE ESMALTE,,SERVICIOS
DIBUJO EN UNAS,,SERVICIOS
SHELLACK,,SERVICIOS
EXTRACCION DE SHELLAC,,SERVICIOS
UNAS CON GEL,,SERVICIOS
UNAS CON GEL + FRANCESITA,,SERVICIOS
UNAS ACRIGEL,,SERVICIOS
UNAS ACRILICAS,,SERVICIOS
SERVIS DE UNAS EN GEL,,SERVICIOS
SERVIS DE UNAS EN GEL + FRANCESITA,,SERVICIOS
SERVIS DE UNAS CON ACRIGEL,,SERVICIOS
SERVIS DE UNAS EN ACRIGEL + PRANCESITA,,SERVICIOS
SERVIS DE UNAS ACRILICAS,,SERVICIOS
EXFOLIACION,,SERVICIOS
PULIDO,,SERVICIOS
ZAPATILLA,,SERVICIOS
SPA DE PIES,,SERVICIOS
APLICACION DE AMPOLLA CON SU PRODUCTO,,SERVICIOS
CAFE,,SERVICIOS
GALLETITAS,,SERVICIOS
PASHMINA,,SERVICIOS
MEDIO MAQUILLAJE,,SERVICIOS
DECOLORACION DE BOZO,,SERVICIOS
DECOLORACION DE ROSTRO,,SERVICIOS
DECOLORACION DE BRAZO,,SERVICIOS
DECOLORACION ABDOMEN BRAZO Y ROSTRO,,SERVICIOS
APLI AMP LOREAL,L´OREAL,SERVICIOS
TRATAMIENTO TANINO THERAPY SALVATORE,,SERVICIOS
SERVICIOS VARIOS OTROS,,SERVICIOS VARIOS
CARETAS DE PROTECCION,,SERVICIOS VARIOS
KER BOTANICA FUNDAMENTAL CONDITIONE,KERASTASE,SERVICIOS VARIOS
DAYERL CAB EQUILIB,L´OREAL,PRODUCTO
DICIPLINE FONDANT 200ML,KERASTASE,PRODUCTO
LOREAL VITAMINO COLOR 250 ML,,PRODUCTO
KERASTASE BAIN CHROMACAPTIVE 1000 ML,,PRODUCTO
LOREAL MYTHIC OIL SHAMPOO 750 ML,KERASTASE,PRODUCTO
LOREAL LP MYTHIC OIL SHAMPOO 250 ML,,PRODUCTO
LOREAL SH VITAMINO COLOR 250 ML RENOVACION,,PRODUCTO
LOREAL MYTHIC OIL SHAMPOO 250 ML,,PRODUCTO
KER BAIN SATIN NO 2 250 ML,,PRODUCTO
KER NUT NUTRI THERMIQUE BAIN 1000 ML,,PRODUCTO
LOREAL SHINE BLONDE 250 ML,L´OREAL,PRODUCTO
TIGI SELF ABSORBED 200 ML,,PRODUCTO
TGI SOME LIKE IT HOT 250ML,,PRODUCTO
TIGI YOUR HIGHNESS,TIGI,PRODUCTO
SHAMPOO TIGI RE ENERGIZE URBAN 250 ML,TIGI,PRODUCTO
TIGI URBAN ANTIT 250ML,TIGI,PRODUCTO
TIGI URBAN ANTITDOTES RESYRRECTION 250ML,TIGI,PRODUCTO
TIGI CURLESQUE CATWALK 250ML,,PRODUCTO
TIGI COLOUR GODDESS 250ML,,PRODUCTO
TIGI HI-DEF-CURLS 250ML,,PRODUCTO
TIGI EXTREM STRAIGHT 250ML,,PRODUCTO
TIGI DUMB BLANDE 250ML,TIGI,PRODUCTO
SHAMPOO TIGI COLOUR GODDES COMBAT 250 ML,TIGI,PRODUCTO
REVLON SHAMPOO WHITE HAIR PROYOU 350ML,REVLON PROYOU,PRODUCTO
TIGI COLOR SUBLIME 250ML,,PRODUCTO
KERASTASE BAIN OLEO RELAX 250 ML,,PRODUCTO
LOREAL SHAMPOO PURE RESOURCE 250ML,L´OREAL,PRODUCTO
SHAMPOO REPARADOR ILUMINADOR PARA CABELLOS RUBIOS,L´OREAL,PRODUCTO
LOREAL SENCI BALANCE 250 ML,L´OREAL,PRODUCTO
SHAMPOO RECONSTITUYENTE ANTI FOTO-DESGASTE PARA,KERASTASE,PRODUCTO
LOREAL AGE DESINFORCE 500ML,L´OREAL,PRODUCTO
SHAMPOO LUMINOSO 250ML,KERASTASE,PRODUCTO
SHAMPOO PARA CABELLOS COLOREADOS 1000ML,KERASTASE,PRODUCTO
SHAMPOO SUAVIZANTE CABELLOS REBELDES 250ML,L´OREAL,PRODUCTO
SH PURE RESOURCE 250 ML LOREAL,L´OREAL,PRODUCTO
SHAMPOO PURIFICANTE 1500ML,L´OREAL,PRODUCTO
OMEGA 6 NUTRI COMPLEX SHAMPOO DENSIFICADOR PARA,L´OREAL,PRODUCTO
LOREAL INSTANT CLEAR 500 ML,L´OREAL,PRODUCTO
SHAMPOO PURIFICANTE ANTI-CASPA 250ML,L´OREAL,PRODUCTO
SHAMPOO ILUMINADOR PARA CABELLOS CON MECHAS 1500ML,L´OREAL,PRODUCTO
LOREAL FORCE VECTOR 250 ML,L´OREAL,PRODUCTO
SHAMPOO FIJADOR DE COLOR 250ML,L´OREAL,PRODUCTO
SHAMPOO FIJADOR DE COLOR 500ML,L´OREAL,PRODUCTO
SHAMPOO PROTECTOR PARA COLORES DELICADOS 250ML,L´OREAL,PRODUCTO
SHAMPOO PROTECTOR PARA COLORES DELICADOS 500ML,L´OREAL,PRODUCTO
LOREAL SHAMPOO VITAMINO COLOR 1500 ML RENOVACION,,PRODUCTO
SHAMPOO TERMO-REACTIVADOR 250ML,KERASTASE,PRODUCTO
SHAMPO DE ALTA NUTRICION PARA CABELLOS,KERASTASE,PRODUCTO
LOREAL ABSOLUT REPAIR CELLULAR 250ML,L´OREAL,PRODUCTO
SHAMPOO REPARADOR CELULAR CABELLOS MUY,L´OREAL,PRODUCTO
CHAMPU REPARADOR RECONSTRUCTOR P/ CABELLO DANADO,KERASTASE,PRODUCTO
BAIN FORCE ARCHITECT 100ML,KERASTASE,PRODUCTO
SHAMPOO PURIFICANTE ANTIFOSFORA 200ML,KERASTASE,PRODUCTO
EXFOLIANT PURIFIANT 1000ML,KERASTASE,PRODUCTO
SHAMPOO HIDRATANTE ANTIFOFORA 200ML,KERASTASE,PRODUCTO
SHAMPOO PERFECCIONADOR DE LUMINOSIDAD PARA CABELOS,KERASTASE,PRODUCTO
SHAMPOO LUMINOSO PERFECTO 250ML,KERASTASE,PRODUCTO
SHAMPOO RECONSTRUCTOR DE MATRERIA PARA CABELLOS,KERASTASE,PRODUCTO
SHAMPOO PROLONGADOR DEL COLOR 1000ML,KERASTASE,PRODUCTO
SHAMPOO COLOR RADIANTE 250ML,KERASTASE,PRODUCTO
KERASTASE BAIN CRHOMA RICHE 1000 ML,,PRODUCTO
SHAMPOO INTENSIFICADOR DE BRILLO 200ML,KERASTASE,PRODUCTO
SHAMPOO NUTRITIVO 250ML,L´OREAL,PRODUCTO
LP MYTHIC M SHAMPOO 750 ML,KERASTASE,PRODUCTO
SHAMPOO RESTAURADOR DE QUERATINA PARA CABELLOS,L´OREAL,PRODUCTO
KER BAIN SATIN 1 250ML,KERASTASE,PRODUCTO
KER NUT BAIN SATIN 1 1000 ML (RENOV.),,PRODUCTO
EXEPCIONAL SHAMPOO DE NUTRICION 250ML,KERASTASE,PRODUCTO
KER NUT BAIN SATIN 2 1000 ML (RENOVOV.),,PRODUCTO
KER NUIT LAIT VITAL 1000ML,KERASTASE,PRODUCTO
SHAMPOO RECONSTRUCTOR INSTANTANEO 250ML,L´OREAL,PRODUCTO
ACONDICIONADOR RECONSTRUCTOR INSTANTANEO 1500,L´OREAL,PRODUCTO
BAIN FLUIDEALISTE ANTIFRIZZ,KERASTASE,PRODUCTO
KERASTASE DICIPLINE FONDANT MLT200ML,KERASTASE,PRODUCTO
DICIPLINE FONDANT MLT 1000ML,KERASTASE,PRODUCTO
NUT NEW NECTAR THERMIQUE 150ML,KERASTASE,PRODUCTO
DICIPLINE KERATINE 500ML,KERASTASE,PRODUCTO
DENSIFIQUE BAIN REMOD. SISTEMOX 250ML,KERASTASE,PRODUCTO
DENSIFIQUE BAIN REMOD. SISTEMOX 1000ML,KERASTASE,PRODUCTO
SHAMPOO BALSAMO REGENERADOR DE FIBRA NUEVA P/,KERASTASE,PRODUCTO
THERAPISTE 450ML,KERASTASE,PRODUCTO
VITAMINO COLOR A-OX SH 250ML,L´OREAL,PRODUCTO
VITAMINO COLOR A-OX SH 500ML,L´OREAL,PRODUCTO
VITAMINO COLOR 1500ML,KERASTASE,PRODUCTO
VITAMINO COLOR 250ML,L´OREAL,PRODUCTO
SHAMPOO ILUMINADOR PARA CABELLOS CON MECHAS 250ML,L´OREAL,PRODUCTO
LOREAL SILVER 250 ML,L´OREAL,PRODUCTO
SHAMPOO LUMINOSIDAD PARA CABELLOS GRISES Y BLANCOS,L´OREAL,PRODUCTO
SH SENSI BALANCE 500ML,L´OREAL,PRODUCTO
SHAMPOO SUAVIZANTE CABELLOS REBELDES 250ML,KERASTASE,PRODUCTO
KERASTASE BAIN RICHE DERMO CALM 250 ML,KERASTASE,PRODUCTO
REALZA LOS RULOS DEJANDOLOS PERFECTAMENTE DEFINIDOS,KERASTASE,PRODUCTO
SHAMPOO HIPOALERGENICO PARA CUERO CABELLUDO,KERASTASE,PRODUCTO
SHAMPOO REGULARIZADOR NORMAL 250ML,KERASTASE,PRODUCTO
SHAMPOO REGULADOR 250ML,KERASTASE,PRODUCTO
KERASTASE BAIN GOMAGE (GRASO) 250ML,KERASTASE,PRODUCTO
SHAMPOO SUAVE ANTICASPA PARA CABELLOS SECOS 250ML,KERASTASE,PRODUCTO
SHAMPOO EQUILIBRANTE 250ML,KERASTASE,PRODUCTO
KERASTASE BAIN DIVALENT 1000 ML,,PRODUCTO
SHAMPOO NUTRICION COMPLETA PARA CABELLOS NORMALES,KERASTASE,PRODUCTO
SHAMPOO NUTRICION COMPLETA PARA CABELLOS SECOS 250ML,KERASTASE,PRODUCTO
MAGISTRAL SOIN N1 MASQUE 500ML,KERASTASE,PRODUCTO
MAGISTRAL SOIN N2 MASQUE PROTOCOLE 500ML,KERASTASE,PRODUCTO
MAGISTRAL BAIN 250ML,KERASTASE,PRODUCTO
MAGISTRAL BAIN 1000ML,KERASTASE,PRODUCTO
MAGISTRAL FONDANT 200ML,KERASTASE,PRODUCTO
MAGISTRAL FONDANT 1000ML,KERASTASE,PRODUCTO
MAGISTRAL SOIN N2 MASQUE 200ML,KERASTASE,PRODUCTO
MAGISTRAL MASQUE 500ML,KERASTASE,PRODUCTO
MAGISTRAL CREME BALSAMO 150ML,KERASTASE,PRODUCTO
KER NUT FLUIDO OLEO RELAX 125ML,KERASTASE,PRODUCTO
BAIN SATIN 1 150ML,KERASTASE,PRODUCTO
KER NUT LAIT VITAL 200ML,KERASTASE,PRODUCTO
NUTRIFIER SHAMPOO 250ML,KERASTASE,PRODUCTO
NUTRIFIER SHAMPOO 1500ML,,PRODUCTO
BAIN DIVALENT 250ML,KERASTASE,PRODUCTO
BAIN VITAL DERMO CALM 250ML,KERASTASE,PRODUCTO
BAIN RICHE DERMO CALM 250ML,KERASTASE,PRODUCTO
BAIN ANTI DANDRUF 250,KERASTASE,PRODUCTO
BAIN PELLICULAIRE ANTI DANDRUFF 1000,KERASTASE,PRODUCTO
ANTI USURE ARCHITECT 250ML,KERASTASE,PRODUCTO
BAIN FORCE ARCHITECT 250ML,KERASTASE,PRODUCTO
BAIN CRISTALISTE 250ML,KERASTASE,PRODUCTO
KER REF BAIN CHROMACAPTIVE 250ML,KERASTASE,PRODUCTO
BAIN CHROMA RICHE,KERASTASE,PRODUCTO
FLUIDEALISTE ANTI FRIZZ,KERASTASE,PRODUCTO
DENSIFIQUE BAIN REMOD 250ML,KERASTASE,PRODUCTO
SHINE BLONDE,L´OREAL,PRODUCTO
SE VITAMINO COLOR A-OX SHAMPOO 300ML,,PRODUCTO
SE SH LUMINO CONTRAST 300ML,,PRODUCTO
SH PURE RESOURCE 1500ML,,PRODUCTO
TIGI PEARL SHAMPOO 250ML,,PRODUCTO
REVLON DEYERLI CABELLOS EQUILIBRADOS 250ML,REVLON,PRODUCTO
DEYERLI CABELLOS SECOS 250ML,,PRODUCTO
DEYERLI CONTROL Y BRILLO 250ML,,PRODUCTO
ALFA PARF SEMI DI LINO - ILLUMINATING 250ML,,PRODUCTO
CADIVEU - BOSSANOVA 250ML,,PRODUCTO
SHAMPOO BLOND HAIR,SALVATORE,PRODUCTO
SHAMPOO CURLY HAIR,SALVATORE,PRODUCTO
SHAMPOO MOISTURIZER,SALVATORE,PRODUCTO
SHAMPOO REESTRUCTURING,SALVATORE,PRODUCTO
COLOR METHOD ULTRA VIOLET SHAMPOO ESPECIFICO PARA,,PRODUCTO
ENERGY SHAMPOO 200ML,ALFAPARF MILANO,PRODUCTO
TRATAMIENTO REGENERADOR PROGRESIVO 5 DOSIS,ALFAPARF MILANO,PRODUCTO
SHAMPOO PEARL 250ML,ALFAPARF MILANO,PRODUCTO
ILLUMINATING SHAMPOO 1L,,PRODUCTO
ALFA PARF SEMI DI LINO - COLOR PROTECTION 250ML,,PRODUCTO
SHAMPOO DETOXIFICANTE Y EQUILIBRANTE 350ML,REVLON PROYOU,PRODUCTO
REVLON PROYOU ANTI-HAIR LOSS 350ML,REVLON PROYOU,PRODUCTO
SHAMPOO PARA REAVIVAR LOS CABELLOS BLANCOS Y GRISES,REVLON PROYOU,PRODUCTO
SHAMPOO HIDRONUTRITIVO 250ML,REVLON,PRODUCTO
SHAMPOO DESENREDANTE 250ML,REVLON,PRODUCTO
45 DAYS 2 EN 1 TOTAL COLOR CARE 275ML REDS,REVLON,PRODUCTO
45 DAYS 2 EN 1 TOTAL COLOR CARE 275ML ROSA,REVLON,PRODUCTO
45 DAYS 2 EN 1 TOTAL COLOR CARE 275ML INTENSE COPPERS,REVLON,PRODUCTO
45 DAYS 2 EN 1 TOTAL COLOR CARE 275ML DARK,REVLON,PRODUCTO
45 DAYS 2 EN 1 TOTAL COLOR CARE 275ML SENSUAL BRUNETTES,REVLON,PRODUCTO
PROYOU WHITE HAIR 350ML,REVLON,PRODUCTO
SHAMPOO DERMO-CALMANTE 250ML,REVLON,PRODUCTO
SHAMPOO PROTECTOR DE COLOR 250ML,REVLON,PRODUCTO
SHAMPOO PROTECTOR DEL COLOR 1250ML,REVLON,PRODUCTO
TRATANTE CON KERATINA Y ELASTINA 200ML,ARUAL,PRODUCTO
LOREAL MYTHIC OIL SHAMPOO 250 ML,L´OREAL,PRODUCTO
SHAMPOO COLOR CLEAR P/ BRILLO,L´OREAL,PRODUCTO
RUBIO DORADO INTENSO 7.30,L´OREAL,PRODUCTO
MARRON TE HELADO 6.35,L´OREAL,PRODUCTO
MILK SHAKE GLASEADO 9.01,L´OREAL,PRODUCTO
RUBIO OSCURO DORADO 6.3,L´OREAL,PRODUCTO
CASTANO CLARO 5,L´OREAL,PRODUCTO
NEGRO AZULADO 2.10,L´OREAL,PRODUCTO
MIEL NATURAL 7.13,L´OREAL,PRODUCTO
TERRACOTA 7.35,L´OREAL,PRODUCTO
CASTANO CLARO NATURAL MATE 5.07,L´OREAL,PRODUCTO
MOKA LATE 7.8,L´OREAL,PRODUCTO
CASTANO OSCURO 3/0,WELLA,PRODUCTO
CASTANO MEDIANO 4/0,WELLA,PRODUCTO
RUBIO CLARO 8/0,WELLA,PRODUCTO
RUBIO EXTRA CLARO NATURAZ CENIZA 9/01,WELLA,PRODUCTO
RUBIO OSCURO INTENSO ROJO CAOBA 66/45,WELLA,PRODUCTO
RUBIO OSCURO 6.64,REVLON,PRODUCTO
CASTANO MEDIO 4.31,REVLON,PRODUCTO
CASTANO CLARO ROJO IRISADO 5.62,REVLON,PRODUCTO
RUBIO CLARO 8.42,REVLON,PRODUCTO
RUBIO CLARO COBRIZO 7.44,REVLON,PRODUCTO
BORGONA PROFUNDO 2.20,REVLON,PRODUCTO
RUBIO COBRIZO DORADO 7.43,REVLON,PRODUCTO
RUBIO ROJO COBRIZO 7.64,REVLON,PRODUCTO
CASTANO CLARO ROJO COBRIZO 5.64,REVLON,PRODUCTO
CASTANO OSCURO ROJIZO IRIZE,REVLON,PRODUCTO
CASTANO MEDIO DORADO 4.3,REVLON,PRODUCTO
RUBIO OSCURO DORADO 6.3,REVLON,PRODUCTO
DIA RICHESE 7.13,,PRODUCTO
NEGRO 1,L´OREAL,PRODUCTO
CASTANO OSCURO 3,L´OREAL,PRODUCTO
CASTANO 4,L´OREAL,PRODUCTO
RUBIO OSCURO 6,L´OREAL,PRODUCTO
RUBIO 7,L´OREAL,PRODUCTO
RUBIO CLARO 8,L´OREAL,PRODUCTO
BEIGE DORADO 8.31,L´OREAL,PRODUCTO
MARRON CAFE 5.32,L´OREAL,PRODUCTO
MARRON FIELTRO 6.13,L´OREAL,PRODUCTO
MILK SHAKE NACARADO 9.02,L´OREAL,PRODUCTO
RUBIO CLARO 9.13,L´OREAL,PRODUCTO
NEGRO 1 INOVACION NO,,PRODUCTO
RUBIO PLATINO 10 INOVACION NO,,PRODUCTO
MORENO 2 INOVACION NO,,PRODUCTO
INOA 3 INOVACION NO,,PRODUCTO
CASTANO 4 INOVACION NO,,PRODUCTO
"CASTANO DORADO 4,3 INOVACION NO",,PRODUCTO
"CASTANO DORADO CAOBA 4,35",,PRODUCTO
"CASTANO CAOBA CENIZA 4,51 INOVACION NO",,PRODUCTO
CASTANO CLARO 5 INOVACION NO,,PRODUCTO
"CASTANO CLARO CENIZA IRISADO 5,12 INOVACION NO",,PRODUCTO
CASTANO CLARO DORADO 5.3 INOVACION NO,,PRODUCTO
CASTANO CLARO DORADO IRISADO,,PRODUCTO
"CASTANO CLARO DORADO CAOBA 5,35 INOVACION NO",,PRODUCTO
RUBIO OSCURO 6,,PRODUCTO
RUBIO OSCURO CENIZA 6.1 INOVACION NO,,PRODUCTO
"RUBIO OSCURO IRISADO DORADO 6,23 INOVACION NO",,PRODUCTO
"RUBIO OSCURO DORADO 6,3 INOVACION NO",,PRODUCTO
"RUBIO OSCURO DORADO COBRIZO 6,34 INOVACION NO",,PRODUCTO
RUBIO 7 INOVACION NO,,PRODUCTO
"RUBIO CENIZA 7,1 INOVACION NO",,PRODUCTO
"RUBIO CENIZA DORADO 7,13 INOVACION NO",,PRODUCTO
"RUBIO IRISADO DORADO 7,23 INOVACION NO",,PRODUCTO
"RUBIO DORADO 7,3 INOVACION NO",,PRODUCTO
"RUBIO DORADO CAOBA 7,35 INOVACION NO",,PRODUCTO
RUBIO CLARO 8 INOVACION NO,,PRODUCTO
"RUBIO CLARO CENIZA 8,1 INOVACION NO",,PRODUCTO
INOA 8.3 INOVACION NO,,PRODUCTO
"RUBIO CLARO DORADO CENIZA 8,31 INOVACION NO",,PRODUCTO
RUBIO MUY CLARO 9 INOVACION NO,,PRODUCTO
"RUBIO MUY CLARO CENIZA DORADO 9,13 INOVACION NO",,PRODUCTO
"RUBIO MUY CLARO IRISADO 9,2 INOVACION NO",,PRODUCTO
"RUBIO MUY CLARO DORADO 9,3 INOVACION NO",,PRODUCTO
DIA LIHT 10.12,L´OREAL,PRODUCTO
RUBIO CLARO 7.23,L´OREAL,PRODUCTO
MARRON GIANDUJA 6.23,L´OREAL,PRODUCTO
"RUBIO CLARO CENIZA DORADO 8,13 INOVACION NO",,PRODUCTO
"RUBIO MUY CLARO CENIZA 9,1 INOVACION NO",,PRODUCTO
BEIGE CENIZA 8.13,L´OREAL,PRODUCTO
MILKSHAKE CENIZA PROFUNDO 9.11,L´OREAL,PRODUCTO
SHAMPOO PRO KERATIN REFILL 1500ML,L´OREAL,PRODUCTO
MOKA CARAMELO 6.8,L´OREAL,PRODUCTO
RUBIO MUY CLARO 9,L´OREAL,PRODUCTO
RUBIO CLARO FUNDAMENTAL DORADO 8.3,L´OREAL,PRODUCTO
CASTANO MOKA 4.8,L´OREAL,PRODUCTO
CASTANO CLARO MOKA 5.8,L´OREAL,PRODUCTO
"RUBIO MOKA 7,8",L´OREAL,PRODUCTO
RUBIO CLARO MOCCA 8.8,L´OREAL,PRODUCTO
RUBIO OSCURO CENIZA 6.1,L´OREAL,PRODUCTO
RUBIO CENIZA 7.1,L´OREAL,PRODUCTO
RUBIO CLARO CENIZA 8.1,L´OREAL,PRODUCTO
COOL COVER 9.1,L´OREAL,PRODUCTO
"RUBIO OSCURO CENIZA PROFUNDO 6,11",L´OREAL,PRODUCTO
RUBIO CENIZA PROFUNDO 7.11,L´OREAL,PRODUCTO
"RUBIO CLARO CENIZA PROFUNDO 8,11",L´OREAL,PRODUCTO
RUBIO MUY CLARO CENIZA PROFUNDO 9.11,L´OREAL,PRODUCTO
RUBIO OSCURO CENIZA FRIO 6.17,L´OREAL,PRODUCTO
RUBIO CENIZA FRIO 7.17,L´OREAL,PRODUCTO
BLUSH BLOND B14 7.12,L´OREAL,PRODUCTO
BLUSH BLOND B14 9.21,L´OREAL,PRODUCTO
"RUBIO OSCURO ROJO PROFUNDO C6,66",L´OREAL,PRODUCTO
"CASTANO CLARO ROJO INTENSO C5,60",L´OREAL,PRODUCTO
HIGH LIFT NEUTRAL,L´OREAL,PRODUCTO
HIGH LIFT ASH CENIZA,L´OREAL,PRODUCTO
HIGH LIFT ASH + CENIZA OSCURO,L´OREAL,PRODUCTO
HIGH LIFT VIOLETA,L´OREAL,PRODUCTO
HIGH LIFT BEIGE,L´OREAL,PRODUCTO
MYTHIC OIL SHAMPOO P/ CABELLOS GRUESOS,,PRODUCTO
ABVSOLUT REPAIR LIPIDIUM SERUM 50ML,,PRODUCTO
VITAMINO COLOR A-OX SH 1500ML,,PRODUCTO
VITAMINO COLOR 250ML,,PRODUCTO
MAJIREL METAL 11 50ML,,PRODUCTO
MAJIREL METAL 13 50ML,,PRODUCTO
MAJIREL METAL 21 50ML,,PRODUCTO
DIA LIGTH CENDRE 7.00 RUBIO CENIZA,,PRODUCTO
CASTANO CLARO PERLADO 5.12,REVLON,PRODUCTO
NEGRO AZULADO 2.10,REVLON,PRODUCTO
RUBIO COBRIZO PROFUNDO 7.44,REVLON,PRODUCTO
RUBIO CLARO COBRIZO 8.4,REVLON,PRODUCTO
RUBIO OSCURO COBRIZO 6.4,REVLON,PRODUCTO
RUBIO ROJIZO INTENSO 7.60,REVLON,PRODUCTO
RUBIO OSCURO ROJIZO CAOBA 6.65,REVLON,PRODUCTO
CASTANO CAOBA 4.5,REVLON,PRODUCTO
RUBIO OSCURO BEIGE 6.31,REVLON,PRODUCTO
RUBIO CLARO BEIGE 8.31,REVLON,PRODUCTO
RUBIO MUY CLARO IRISADO 9.2,REVLON,PRODUCTO
CASTANO C. CENIZA 5.1,REVLON,PRODUCTO
RUBIO OSCURO CENIZA 6.1,REVLON,PRODUCTO
RUBIO OSCURO PERLADO 6.12,REVLON,PRODUCTO
CASTANO MARRON PROFUND. 4.41,REVLON,PRODUCTO
RUBIO MUY CLARO 9SN,REVLON,PRODUCTO
RUBIO OSCURO ROJO COBRIZO 6.64,REVLON,PRODUCTO
CASTANO CLARO DORAD0 5.3,REVLON,PRODUCTO
RUBIO DORADO 7.3,REVLON,PRODUCTO
RUBIO CLARO CENIZA NATURAL 10.01,REVLON,PRODUCTO
RUBIO M. C. DOR. NAC. 9.32,REVLON,PRODUCTO
RUBIO CLARO PERLADO COBRIZO 8.24,REVLON,PRODUCTO
CASTANO CLARO DORADO PROFUNDO 5.33,REVLON,PRODUCTO
RUBIO OSCURO DORADO PROFUNDO 6.33,REVLON,PRODUCTO
RUBIO DORADO PROFUNDO 7.33,REVLON,PRODUCTO
NEGRO 1,REVLON,PRODUCTO
CASTANO CLARO 5,REVLON,PRODUCTO
RUBIO OSCURO 6,REVLON,PRODUCTO
RUBIO 7,REVLON,PRODUCTO
RUBIO CLARO 8,REVLON,PRODUCTO
RUBIO MUY CLARO 9,REVLON,PRODUCTO
RUBIO CLARISIMO 10,REVLON,PRODUCTO
CASTANO CLARO 5SN,REVLON,PRODUCTO
RUBIO OSCURO 6SN,REVLON,PRODUCTO
RUBIO 7SN,REVLON,PRODUCTO
RUBIO CENIZA 7.1,REVLON,PRODUCTO
RUBIO CLARO 8SN,REVLON,PRODUCTO
RUBIO CLARO DORADO 8.3,REVLON,PRODUCTO
RUBIO MUY CLARO DORADO 9.3,REVLON,PRODUCTO
CASTANO CLARO BORGONA 5.20,REVLON,PRODUCTO
CASTANO CLARO PERLADO COBRIZO 5.24,REVLON,PRODUCTO
CASTANO CLARO DORADO COBRIZO 5.34,REVLON,PRODUCTO
CASTANO CLARO MARRON PROFUNDO 5.41,REVLON,PRODUCTO
